postid,posttext,posttime,gameid,posttitle,userid,actionid,filter,rawposttext
513,"yeah... dead give away is that I don't think that one-shot vig was in the list of possible roles when this game was started.<br>
","07/23/08 09:53:31",33,,14,-1,0,"yeah... dead give away is that I don't think that one-shot vig was in the list of possible roles when this game was started.
"
514,"damned if I know...","07/23/08 10:30:47",33,,22,-1,0,"damned if I know..."
515,"well anyways. it looks like ace is dead when all's said and done, so doesn't matter. from the massclaim it seems no-one would be able to stop the kill, so we're good to win.<br>
<br>
yay mafia. partner, don't claim yet in case I'm making a mistake and go down in flames (yeah, that'd be embarassing)","07/23/08 10:33:08",33,,22,-1,0,"well anyways. it looks like ace is dead when all's said and done, so doesn't matter. from the massclaim it seems no-one would be able to stop the kill, so we're good to win.

yay mafia. partner, don't claim yet in case I'm making a mistake and go down in flames (yeah, that'd be embarassing)"
516,"It is early in the morning when the delegates meet in the ante-chamber outside of the Kings Chamber of the Council of Kings.  Grey-blue predawn light filters in through the leaded glass, casting an eerie palor over the occupants of the bare stone room.  A light Mandleclang drizzle falls outside, adding to the melancholy of the day.<br>
<br>
The group of delegates is small enough now that you begin to recognize names and faces, but don't yet know the lands the others are from.  At one point the group of delegates from each kingdom was large enough that even subjects from the same land did not know each other.  Now there is fear and suspicion behind everyone's eyes as the group meets to decide the fate of one of their own in a desperate attempt to end the bloodshed once and for all.<br>
","07/23/08 10:34:57",31,"Day 1",15,-1,0,"It is early in the morning when the delegates meet in the ante-chamber outside of the Kings Chamber of the Council of Kings.  Grey-blue predawn light filters in through the leaded glass, casting an eerie palor over the occupants of the bare stone room.  A light Mandleclang drizzle falls outside, adding to the melancholy of the day.

The group of delegates is small enough now that you begin to recognize names and faces, but don't yet know the lands the others are from.  At one point the group of delegates from each kingdom was large enough that even subjects from the same land did not know each other.  Now there is fear and suspicion behind everyone's eyes as the group meets to decide the fate of one of their own in a desperate attempt to end the bloodshed once and for all.
"
519,"lol, i love this, cuz i only understand like 4 of the differnt classes....<br>
","07/23/08 10:57:47",39,,17,-1,0,"lol, i love this, cuz i only understand like 4 of the differnt classes....
"
520,"Oh sure... pick on the new guy!<br>
Well take this!","07/23/08 10:57:54",31,,32,128,0,"Oh sure... pick on the new guy!
Well take this!"
521,"OMGUS<br>
<br>
also, take a look around, everyone's new here, since this whole forum is new.","07/23/08 11:14:10",31,,22,-1,0,"OMGUS

also, take a look around, everyone's new here, since this whole forum is new."
522,"plus, I see that according to the getting started thread, the one-shot vig isn't completely working yet. ah well.","07/23/08 12:35:38",33,,22,-1,0,"plus, I see that according to the getting started thread, the one-shot vig isn't completely working yet. ah well."
523,"etc was so I dont have to list all roles that come up, having mods be able to make their own roles all the time would be annoying.  At the same time though when I mod I always like to create some unusual offshoot of a role that everyone already knows","07/23/08 14:24:47",40,,21,-1,0,"etc was so I dont have to list all roles that come up, having mods be able to make their own roles all the time would be annoying.  At the same time though when I mod I always like to create some unusual offshoot of a role that everyone already knows"
525,"I ALREADY CLAIMED MY ACTION. I GOT JOE AS MASON. YOU HAVE JUST LOST. *dies*","07/23/08 15:15:21",33,,28,-1,0,"I ALREADY CLAIMED MY ACTION. I GOT JOE AS MASON. YOU HAVE JUST LOST. *dies*"
527,"Great seven players. Randomizing roles, writing flavor, and re-opening thread.","07/23/08 15:20:22",40,,22,-1,0,"Great seven players. Randomizing roles, writing flavor, and re-opening thread."
530,,"07/23/08 15:24:48",40,"Day 1",22,-1,0,
531,"You wake up. It's dark. It's wet. It smells of pee. Shafts of light stab you in the face through sturdy iron bars on a window too high up to reach. Well, you call it a window for want of a better word. It's more of a vague holeish thing in the wall up there. Things with six legs crawling under rocks would have more right to call themselves windows than that thing. Anyways.<br>
<br>
The cell door opens; a thug with a face like a soggy apple core left out on the sun too long struts in with a club. You sigh. It's that time again. Playing gladiator for the Boss. And if that weren't enough, the only weapon you have is your mind. You're not even allowed to touch your opponents, how sick a battle is that? Oh well. Life, as such as it is, goes on.<br>
<br>
But at least you're the champ so far. You've worked your way up through the ranks. Word is today you meet gladiators your caliber. Finally. You could do with a little effort.<br>
<br>
You are lead to a big hall. Up in the gallery, you see a soft-looking chair with someone sitting in its shadowy depths. The Boss. The Man. The One who just can't get enough of mafia games. With real pieces. Damn it, if you weren't a piece in his game, you'd probably enjoy it. Ah well. Life, as sucky as it is, goes on.<br>
<br>
You meet some new guys. They have their aliases tattooed on their bare chests, like you. There's the Ace, known for his gambits; isaac, the eager bandwagoner; that bach fellow who boasts more vig-kills than one can count; a big brute proudly bearing the sign of MafiaSSK on one side and Bulletproof(tm) on the other; a skinny, lively one tagged Pika, trusty scalpel and all; the twitchy Snict, ready to investigate; and the always grinning weatheredclown, wearing his fabled and feared clown hat. You've heard of them all before. And now you get to decimate them, if you get your way.<br>
<br>
Cards are handed out to you, with your roles. All of you nod, in turn, as you read them. And then, the Boss waves, and the discussion starts.<br>
<br>
Roles up, thread open, you lynch those scum!","07/23/08 15:37:04",40,,22,-1,0,"You wake up. It's dark. It's wet. It smells of pee. Shafts of light stab you in the face through sturdy iron bars on a window too high up to reach. Well, you call it a window for want of a better word. It's more of a vague holeish thing in the wall up there. Things with six legs crawling under rocks would have more right to call themselves windows than that thing. Anyways.

The cell door opens; a thug with a face like a soggy apple core left out on the sun too long struts in with a club. You sigh. It's that time again. Playing gladiator for the Boss. And if that weren't enough, the only weapon you have is your mind. You're not even allowed to touch your opponents, how sick a battle is that? Oh well. Life, as such as it is, goes on.

But at least you're the champ so far. You've worked your way up through the ranks. Word is today you meet gladiators your caliber. Finally. You could do with a little effort.

You are lead to a big hall. Up in the gallery, you see a soft-looking chair with someone sitting in its shadowy depths. The Boss. The Man. The One who just can't get enough of mafia games. With real pieces. Damn it, if you weren't a piece in his game, you'd probably enjoy it. Ah well. Life, as sucky as it is, goes on.

You meet some new guys. They have their aliases tattooed on their bare chests, like you. There's the Ace, known for his gambits; isaac, the eager bandwagoner; that bach fellow who boasts more vig-kills than one can count; a big brute proudly bearing the sign of MafiaSSK on one side and Bulletproof(tm) on the other; a skinny, lively one tagged Pika, trusty scalpel and all; the twitchy Snict, ready to investigate; and the always grinning weatheredclown, wearing his fabled and feared clown hat. You've heard of them all before. And now you get to decimate them, if you get your way.

Cards are handed out to you, with your roles. All of you nod, in turn, as you read them. And then, the Boss waves, and the discussion starts.

Roles up, thread open, you lynch those scum!"
532,"first of all.. it's great to finally meet all of you...<br>
It's an honor just to be playing...<br>
particularly against:<br>
","07/23/08 15:42:05",40,,15,130,0,"first of all.. it's great to finally meet all of you...
It's an honor just to be playing...
particularly against:
"
533,"in that case...","07/23/08 16:21:01",33,,14,131,0,"in that case..."
534,"I'm not sure you can do that (well, i'm sure you can't) since ace has already had majority votes. that kinda means he's dead. and it's night. and I get to win, yay.<br>
","07/23/08 16:24:24",33,,22,-1,0,"I'm not sure you can do that (well, i'm sure you can't) since ace has already had majority votes. that kinda means he's dead. and it's night. and I get to win, yay.
"
545,"Yeah I know, I need to justify a random vote somehow dont I?","07/23/08 18:52:12",40,,21,-1,0,"Yeah I know, I need to justify a random vote somehow dont I?"
546,,"07/23/08 19:33:12",43,"Day 1",14,-1,0,
547,,"07/23/08 19:33:23",43,"Day 2",14,-1,0,
548,,"07/23/08 19:53:42",43,"Day 0 (game reset!)",14,-1,0,
549,,"07/23/08 20:04:40",33,"GAME ENDED!",15,-1,0,
550,"What is this name?! What does it mean, this, ""TofyStedeth""?! The unknown infuriates and humbles me!","07/23/08 20:23:28",31,,29,134,0,"What is this name?! What does it mean, this, ""TofyStedeth""?! The unknown infuriates and humbles me!"
551,"ouch.. it hurts","07/23/08 22:37:46",28,,15,-1,2,"ouch.. it hurts"
552,"Yeah.... lets go with that eager bandwagoner thingie.... sorry:","07/23/08 23:03:10",40,,17,135,0,"Yeah.... lets go with that eager bandwagoner thingie.... sorry:"
553,"Hello? I think im not alone.....","07/23/08 23:04:16",40,,17,-1,2,"Hello? I think im not alone....."
554,"I'm voting for the person who intimidates me the most from past experience... ","07/23/08 23:06:00",40,,17,136,2,"I'm voting for the person who intimidates me the most from past experience... "
555,"vote","07/23/08 23:13:01",40,,-1,137,0,"vote"
558,"claim","07/23/08 23:45:07",31,,26,140,0,"claim"
559,"vote","07/23/08 23:45:25",31,,26,141,0,"vote"
560,"vote","07/23/08 23:46:43",31,,26,142,0,"vote"
561,"sweet","07/24/08 00:06:23",31,,15,-1,0,"sweet"
562,"<blockquote><hr noshade>Also, according to ace's claim in MafiaSSK's game, cops get a full role as investigation result, while (IMO at least, and it's the widely accepted use of the cop role) they should only get innocent/guilty.<hr noshade></blockquote><br>
<br>
Ok.. I've adjusted how cops work so that they just show innocent/guilty...<br>
<br>
let me know if there are other adjustments along these lines that would be more in line with what's expected...","07/24/08 00:09:55",29,,15,-1,0,"[quote]Also, according to ace's claim in MafiaSSK's game, cops get a full role as investigation result, while (IMO at least, and it's the widely accepted use of the cop role) they should only get innocent/guilty.[/quote]

Ok.. I've adjusted how cops work so that they just show innocent/guilty...

let me know if there are other adjustments along these lines that would be more in line with what's expected..."
563,"claim","07/24/08 00:10:34",40,,26,143,0,"claim"
893,"Korts...<br>
I suspect that SSK isn't coming back... so that's probably the game...","08/06/08 19:02:40",40,,15,-1,0,"Korts...
I suspect that SSK isn't coming back... so that's probably the game..."
895,,"08/06/08 19:04:30",32,"Day 0 (game reset!)",15,-1,0,
260,"Seems like it's fixed now...","07/17/08 09:53:16",35,,14,57,0,"Seems like it's fixed now..."
262,"The mod has a control panel at the top where everybody else has a list of players...<br>
","07/17/08 10:06:12",33,,15,-1,0,"The mod has a control panel at the top where everybody else has a list of players...
"
263,"for myself I've added a ""delete"" button on each post (to eliminate double posts and such)... does anybody think that the game master for a thread should have delete rights for posts in that thread?<br>
","07/17/08 10:27:17",29,,15,-1,0,"for myself I've added a ""delete"" button on each post (to eliminate double posts and such)... does anybody think that the game master for a thread should have delete rights for posts in that thread?
"
264,"yeah.. this is a free package...<br>
which seems pretty sweet..<br>
<br>
the game is being run out of an access database, so it's nothing very fancy right now, but it seems to serve the purposes so far.","07/17/08 10:30:16",28,,15,-1,2,"yeah.. this is a free package...
which seems pretty sweet..

the game is being run out of an access database, so it's nothing very fancy right now, but it seems to serve the purposes so far."
265,"This site seems interesting enough, this game should be fun.","07/17/08 11:53:20",33,,28,-1,0,"This site seems interesting enough, this game should be fun."
266,"hazzah! I can vote!<br>
<br>
Also please lets actually play mafia and not just throw dart ok?","07/17/08 12:23:56",35,,21,59,0,"hazzah! I can vote!

Also please lets actually play mafia and not just throw dart ok?"
267,"yeah.. I think that the other game was just to test the mechanics of the site, so there wasn't any playing going on... this one may be a bit more intentional... of course saying that, there's usually a lot of dart throwing happening on the first day.<br>
","07/17/08 13:42:24",35,,15,-1,0,"yeah.. I think that the other game was just to test the mechanics of the site, so there wasn't any playing going on... this one may be a bit more intentional... of course saying that, there's usually a lot of dart throwing happening on the first day.
"
268,"well there is never dart throwing if people are willing to actually take time to play the game.  My last five forum games had an anti-town lynched three times with one getting vigged in a fourth.<br>
<br>
D1 is hardly dary throwing, it just takes something like that to get conversation going and from there it becomes a game.  Dart throw leaves nothing to go on D2","07/17/08 14:26:20",35,,21,-1,0,"well there is never dart throwing if people are willing to actually take time to play the game.  My last five forum games had an anti-town lynched three times with one getting vigged in a fourth.

D1 is hardly dary throwing, it just takes something like that to get conversation going and from there it becomes a game.  Dart throw leaves nothing to go on D2"
270,"I'll ask the same question here:<br>
would it be desirable if I changed the display at the top to show the role of the dead players? How about a display at the top with the tallies of the numbers of living roles, or would that better be left as an unknown?<br>
","07/17/08 16:14:47",35,,15,-1,0,"I'll ask the same question here:
would it be desirable if I changed the display at the top to show the role of the dead players? How about a display at the top with the tallies of the numbers of living roles, or would that better be left as an unknown?
"
271,"vote for joe!","07/17/08 16:15:56",28,,15,60,0,"vote for joe!"
272,"Roles shouldnt be known, they should be revealed as people choose to or they die.  A tally of roles of the dead would be useful though, as you dont have to find death scenes to check and see what someone is","07/17/08 17:13:35",35,,21,-1,0,"Roles shouldnt be known, they should be revealed as people choose to or they die.  A tally of roles of the dead would be useful though, as you dont have to find death scenes to check and see what someone is"
273,"PikaPika... check out beta game to see the roles with the dead player names...","07/17/08 17:39:18",35,,15,-1,0,"PikaPika... check out beta game to see the roles with the dead player names..."
274,"yeah thats about all that should be done for roles.  PS - Issac is dead in that game, its 3 to lynch there","07/17/08 18:37:41",35,,21,-1,0,"yeah thats about all that should be done for roles.  PS - Issac is dead in that game, its 3 to lynch there"
275,"haha, great setup all the same.","07/17/08 18:38:59",35,,16,61,0,"haha, great setup all the same."
276,"""We've come for <b>you</b>, Isaac!"" was the cry from the crowd.<br>
<br>
Isaac looked out from behind the curtains and knew that with this crowd, the nails on the doors wouldn't hold.  All he ever wanted to do was protect people, but now he can't even protect himself.<br>
<br>
Meanwhile, on the other side of town... <b>joe</b>, who would have no part in a lynching, took a short cut through an alley, but didn't come out the other side.<br>
","07/17/08 19:47:03",28,"Day 3",15,-1,0,"""We've come for [b]you[/b], Isaac!"" was the cry from the crowd.

Isaac looked out from behind the curtains and knew that with this crowd, the nails on the doors wouldn't hold.  All he ever wanted to do was protect people, but now he can't even protect himself.

Meanwhile, on the other side of town... [b]joe[/b], who would have no part in a lynching, took a short cut through an alley, but didn't come out the other side.
"
277,"Hmmm all this talk about dart throwing.... sounds pretty mafia to me.... =P","07/17/08 20:39:31",35,,27,62,0,"Hmmm all this talk about dart throwing.... sounds pretty mafia to me.... =P"
278,"Well, I wanted to be the only mason in this village, ""slushduck quality"" is a name you can trust... alas demands are high and costs low, so I forgive you pika","07/17/08 20:53:57",35,,27,63,0,"Well, I wanted to be the only mason in this village, ""slushduck quality"" is a name you can trust... alas demands are high and costs low, so I forgive you pika"
279,"looks like it's obbi","07/17/08 22:54:47",35,,17,65,0,"looks like it's obbi"
280,"I'm going to give this day another day since not everybody has reported in yet...<br>
<br>
makes me think that there should be a way to sub people in...","07/17/08 23:27:20",35,,15,-1,0,"I'm going to give this day another day since not everybody has reported in yet...

makes me think that there should be a way to sub people in..."
281,"isaac is the lynch, not obbi","07/18/08 02:40:54",35,,21,-1,0,"isaac is the lynch, not obbi"
282,"Ok... let's move this game along...<br>
No mafia kill last night because the mafia neglected to pick a target...<br>
Perhaps not everyone has taken a look at the player list at the top to see their role, and if they have, perhaps they haven't gone to the ""my game"" link in order to perform their private actions.<br>
<br>
Obbi eliminated... who was a member of the mafia... one down, one remains... good job you luck dogs.<br>
","07/18/08 14:49:40",35,"Day 2",15,-1,0,"Ok... let's move this game along...
No mafia kill last night because the mafia neglected to pick a target...
Perhaps not everyone has taken a look at the player list at the top to see their role, and if they have, perhaps they haven't gone to the ""my game"" link in order to perform their private actions.

Obbi eliminated... who was a member of the mafia... one down, one remains... good job you luck dogs.
"
283,"obv scum is snict or sensfan... the only ones who havent checked in so couldnt of submited kill.  Hear that?  Its the sound of the game breaking.","07/18/08 15:18:05",35,,21,66,0,"obv scum is snict or sensfan... the only ones who havent checked in so couldnt of submited kill.  Hear that?  Its the sound of the game breaking."
284,"Thanks Korts. <br>
<br>
I'll give it 24 more hours then it should begin.","07/18/08 15:28:29",33,,20,-1,0,"Thanks Korts. 

I'll give it 24 more hours then it should begin."
285,"Yeah you should put the dead players roles at the top with their name.","07/18/08 15:30:35",28,,20,-1,0,"Yeah you should put the dead players roles at the top with their name."
286,"Sensfan is always scum.","07/18/08 15:31:47",35,,20,-1,0,"Sensfan is always scum."
287,"vote","07/18/08 15:31:59",35,,20,67,0,"vote"
288,"Yes, I think game masters hould have the ability to edit and delete posts in their thread.","07/18/08 15:32:52",29,,20,-1,0,"Yes, I think game masters hould have the ability to edit and delete posts in their thread."
290,"ok... today is going to be the last day.. I'm also going to vote last ;)<br>
I've very curious to see how this will play out, but no matter what, this ends tonight.<br>
<br>
After the game ends, the forums are automatically re-opened to every player (alive or dead) for high-fives and recriminations.<br>
","07/18/08 17:06:27",28,,15,-1,0,"ok... today is going to be the last day.. I'm also going to vote last ;)
I've very curious to see how this will play out, but no matter what, this ends tonight.

After the game ends, the forums are automatically re-opened to every player (alive or dead) for high-fives and recriminations.
"
291,"cool.. I'll be very curious to hear your feedback on the site as a game runner..<br>
<br>
","07/18/08 17:07:48",33,,15,-1,0,"cool.. I'll be very curious to hear your feedback on the site as a game runner..

"
292,"keep in mind that obbi was mafia <i>and</i> checked in <i>and</i> there was no mafia kill yesterday...<br>
<br>
not sayin' that means anything... just sayin'<br>
","07/18/08 17:09:54",35,,14,70,0,"keep in mind that obbi was mafia [i]and[/i] checked in [i]and[/i] there was no mafia kill yesterday...

not sayin' that means anything... just sayin'
"
293,"How awkward, you're actually in the game?","07/18/08 17:11:56",28,,16,71,0,"How awkward, you're actually in the game?"
294,"vote","07/18/08 17:12:11",28,,16,72,2,"vote"
295,"yeah... kind of an uber seer...<br>
<br>
if this were an actual game of course it would entirely break any mechanics... but as this is a throw away, it shouldn't be too bad...<br>
<br>
although this will result in the first win-loss-tie recorded for the game...<br>
(I'm going to throw in some screens that display this info)<br>
","07/18/08 17:19:18",28,,15,-1,0,"yeah... kind of an uber seer...

if this were an actual game of course it would entirely break any mechanics... but as this is a throw away, it shouldn't be too bad...

although this will result in the first win-loss-tie recorded for the game...
(I'm going to throw in some screens that display this info)
"
296,"delete rights - <b>done</b><br>
<br>
<br>
","07/18/08 17:28:38",29,,15,-1,0,"delete rights - [b]done[/b]


"
297,"If no one died last night then our town is safe, so why are we lynching?  <br>
=]","07/18/08 17:32:54",35,,27,73,0,"If no one died last night then our town is safe, so why are we lynching?  
=]"
298,"that would actually be kinda funny....<br>
<i>""Don't you see.... <b>we</b> were the monsters...""</i><br>
","07/18/08 18:19:06",35,,15,-1,0,"that would actually be kinda funny....
[i]""Don't you see.... [b]we[/b] were the monsters...""[/i]
"
299,"this game ends within the hour...<br>
","07/18/08 19:08:19",28,,15,-1,0,"this game ends within the hour...
"
300,"I am the walrus.<br>
","07/18/08 19:53:09",28,,15,74,0,"I am the walrus.
"
301,"The mafia killed the clown.<br>
The village lynched the last remaining villager.<br>
","07/18/08 19:53:32",28,"Day 4",15,-1,0,"The mafia killed the clown.
The village lynched the last remaining villager.
"
302,"you may now post in this thread if you were a player...","07/18/08 19:54:07",28,"GAME ENDED!",15,-1,0,"you may now post in this thread if you were a player..."
303,"<blockquote><hr noshade>keep in mind that obbi was mafia <i>and</i> checked in <i>and</i> there was no mafia kill yesterday...<br>
<br>
not sayin' that means anything... just sayin'<br>
<hr noshade></blockquote><br>
<br>
That is true, but he was dead so could not of submitted a kill.  Snict or SF, make the pick, one hangs today other tomorrow","07/18/08 20:36:16",35,,21,-1,0,"[quote]keep in mind that obbi was mafia [i]and[/i] checked in [i]and[/i] there was no mafia kill yesterday...

not sayin' that means anything... just sayin'
[/quote]

That is true, but he was dead so could not of submitted a kill.  Snict or SF, make the pick, one hangs today other tomorrow"
304,"So.. It sounds like we're voting someone off the island.. or something...<br>
<br>
This is my first game.. looks neat... shame that I am apparently guilty for having not known a game was going on.. or something... Oh well.<br>
<br>
For now, I'll go with the flow and vote SensFan, but... after you kill Sens and I and find that I (at least) am a plain old villager.. don't forget who it was who distracted you all by implicating me!!<br>
<br>
When I die, go for PikaPika!.  Well... after you try to wash away the blood of the innocent from your forever stained hands!<br>
<br>
P.S.: weathered, do the mafia get to know who the other mafia members are?  Or are they also blind?","07/18/08 22:46:06",35,"Hey look.. someone signed me up to this game.  Neat.",26,75,0,"So.. It sounds like we're voting someone off the island.. or something...

This is my first game.. looks neat... shame that I am apparently guilty for having not known a game was going on.. or something... Oh well.

For now, I'll go with the flow and vote SensFan, but... after you kill Sens and I and find that I (at least) am a plain old villager.. don't forget who it was who distracted you all by implicating me!!

When I die, go for PikaPika!.  Well... after you try to wash away the blood of the innocent from your forever stained hands!

P.S.: weathered, do the mafia get to know who the other mafia members are?  Or are they also blind?"
305,"The mafia are indeed clued into the existance of each other (and have their own forum thread for plotting)","07/18/08 23:31:13",35,,15,-1,0,"The mafia are indeed clued into the existance of each other (and have their own forum thread for plotting)"
306,"Snict, to get a change to play a game where you're not automatically the bad guy... motor over to <a href='http://phalla.somee.com/gamedisplay.asp?g=33'>here</a> to start from day 1","07/18/08 23:33:46",35,,15,-1,0,"Snict, to get a change to play a game where you're not automatically the bad guy... motor over to [url=http://phalla.somee.com/gamedisplay.asp?g=33]here[/url] to start from day 1"
307,"looks like I might need to use a random binary digit generator to figure out who goes in this one.","07/18/08 23:34:44",35,,15,-1,0,"looks like I might need to use a random binary digit generator to figure out who goes in this one."
308,"I'll put us our of misery...<br>
sorry Snict...  better luck next time...","07/18/08 23:41:32",35,,17,76,0,"I'll put us our of misery...
sorry Snict...  better luck next time..."
309,"Snict, and innocent neighbor that had been on vacation when the murders began was suspected.  They where waiting for him when his suburban pulled into his driveway.  The car is still sitting there, door open, keys in the ignition as a testament to how far mob rule has gone.<br>
<br>
Across the street in the split-level ranch, people began to notice the smell.  Isaacb122 lived alone, and the execution style murder was definately not the work of a lynch mob.<br>
<br>
<br>
  ","07/18/08 23:42:56",35,"Day 3",15,-1,0,"Snict, and innocent neighbor that had been on vacation when the murders began was suspected.  They where waiting for him when his suburban pulled into his driveway.  The car is still sitting there, door open, keys in the ignition as a testament to how far mob rule has gone.

Across the street in the split-level ranch, people began to notice the smell.  Isaacb122 lived alone, and the execution style murder was definately not the work of a lynch mob.


  "
310,"This time I am a &lt;Game not started yet!&gt;.  See!  I am not automagically the bad guy!  :-)","07/18/08 23:44:35",33,"Oh fun!",26,-1,0,"This time I am a <Game not started yet!>.  See!  I am not automagically the bad guy!  :-)"
564,"vote","07/24/08 00:10:52",40,,26,144,0,"vote"
311,"picking isaacb122 at random","07/18/08 23:46:17",35,,15,-1,2,"picking isaacb122 at random"
312,"<blockquote><hr noshade>This time I am a &lt;Game not started yet!&gt;.  See!  I am not automagically the bad guy!  :-)<hr noshade></blockquote><br>
<br>
dude!  Me too!  We should team up.... but you shouldn't tell other people!  It puts a giant target on your back.","07/18/08 23:54:59",33,"RE: Oh fun!",15,-1,0,"[quote]This time I am a <Game not started yet!>.  See!  I am not automagically the bad guy!  :-)[/quote]

dude!  Me too!  We should team up.... but you shouldn't tell other people!  It puts a giant target on your back."
313,"Massclaim time.  I am mason with slushduck, anyone else want to claim before a hasty lynch?","07/18/08 23:59:28",35,,21,-1,0,"Massclaim time.  I am mason with slushduck, anyone else want to claim before a hasty lynch?"
314,"oh yeah, SF is the play","07/19/08 00:07:13",35,,21,77,0,"oh yeah, SF is the play"
315,"FYI.. you can ""sort of"" post after death, by changing your location, title, and sig... <br>
<br>
For an example of this underhanded posting method by a despicable scoundrel, see ""A simple test game"", and my current location, title, and sig.","07/19/08 00:11:25",29,"Whispers from the dead.",26,-1,0,"FYI.. you can ""sort of"" post after death, by changing your location, title, and sig... 

For an example of this underhanded posting method by a despicable scoundrel, see ""A simple test game"", and my current location, title, and sig."
316,"it seems like mason pair + seer is way overpowered in this game, a massclaim D1 almost wins it","07/19/08 00:13:25",35,,21,-1,13,"it seems like mason pair + seer is way overpowered in this game, a massclaim D1 almost wins it"
317,"After I am dead, my entry in the list says: ""Snict  | (you) - role: villager | role: villager ""<br>
I'm a double villager :-)","07/19/08 00:15:46",29,"Also... ",26,-1,0,"After I am dead, my entry in the list says: ""Snict  | (you) - role: villager | role: villager ""
I'm a double villager :-)"
318,"<blockquote><hr noshade>FYI.. you can ""sort of"" post after death, by changing your location, title, and sig... <br>
<br>
For an example of this underhanded posting method by a despicable scoundrel, see ""A simple test game"", and my current location, title, and sig.<hr noshade></blockquote><br>
<br>
I'd say that that's totally acceptable if you want to use your info as a non-persistent way to communicate into a running game..<br>
","07/19/08 00:33:56",29,"RE: Whispers from the dead.",15,-1,0,"[quote]FYI.. you can ""sort of"" post after death, by changing your location, title, and sig... 

For an example of this underhanded posting method by a despicable scoundrel, see ""A simple test game"", and my current location, title, and sig.[/quote]

I'd say that that's totally acceptable if you want to use your info as a non-persistent way to communicate into a running game..
"
319,"<blockquote><hr noshade>After I am dead, my entry in the list says: ""Snict  | (you) - role: villager | role: villager ""<br>
I'm a double villager :-)<hr noshade></blockquote><br>
fixed","07/19/08 00:34:37",29,"RE: Also... ",15,-1,0,"[quote]After I am dead, my entry in the list says: ""Snict  | (you) - role: villager | role: villager ""
I'm a double villager :-)[/quote]
fixed"
320,"except I didn't know how many people were going to show up for the game, and several of the people have never played mafia before...<br>
<br>
so I thought that it was pretty safe... plus I haven't tried out the mafia role yet...<br>
","07/19/08 00:44:41",35,,15,-1,13,"except I didn't know how many people were going to show up for the game, and several of the people have never played mafia before...

so I thought that it was pretty safe... plus I haven't tried out the mafia role yet...
"
327,"sweet... who else?","07/19/08 11:11:54",33,,15,-1,13,"sweet... who else?"
329,"because I hate numbers in a username.","07/19/08 11:18:05",33,,22,-1,0,"because I hate numbers in a username."
330,"dammit. this voting system is a bit confusing. there.","07/19/08 11:19:23",33,,22,79,0,"dammit. this voting system is a bit confusing. there."
331,"and now if I intend to unvote I can only do it by voting someone else? not that I intend to. just I don't see an ""unvote"" action.","07/19/08 11:28:07",33,,22,-1,0,"and now if I intend to unvote I can only do it by voting someone else? not that I intend to. just I don't see an ""unvote"" action."
332,"who else?","07/19/08 15:38:25",33,,21,-1,2,"who else?"
333,"so is bill related to joe?  They both sound boring enough","07/19/08 15:39:25",33,,21,80,0,"so is bill related to joe?  They both sound boring enough"
334,"k... no option to remember or not right now... but if you login it saves it in a cookie for 10 days...<br>
log out to clear the cookie...<br>
enjoy!<br>
","07/19/08 18:03:22",29,,15,-1,0,"k... no option to remember or not right now... but if you login it saves it in a cookie for 10 days...
log out to clear the cookie...
enjoy!
"
335,"Oh yeah!   well... I can take your votes like a man!<br>
","07/19/08 18:05:51",33,,24,-1,0,"Oh yeah!   well... I can take your votes like a man!
"
336,"<blockquote><hr noshade>I'm going to give this day another day since not everybody has reported in yet...<br>
<br>
makes me think that there should be a way to sub people in...<hr noshade></blockquote><br>
<br>
Yeah this will be something that does eventually need fixing if this ever becomes a big site.  Most games on MS for comarison last months and have multiple replacements, if it was modkill instead that would make the winning faction more dependant on who stays for the entire game<br>
<br>
SF<br>
SSK<br>
joe<br>
<br>
that is the lynch order","07/19/08 19:04:10",35,,21,-1,0,"[quote]I'm going to give this day another day since not everybody has reported in yet...

makes me think that there should be a way to sub people in...[/quote]

Yeah this will be something that does eventually need fixing if this ever becomes a big site.  Most games on MS for comarison last months and have multiple replacements, if it was modkill instead that would make the winning faction more dependant on who stays for the entire game

SF
SSK
joe

that is the lynch order"
337,,"07/20/08 02:04:18",35,"Day 4",15,-1,0,
338,,"07/20/08 02:04:30",35,"GAME ENDED!",15,-1,0,
339,"I guess that works, Snict and I owe eachother apoligies.<br>
<br>
Claiming mason especially with SD's post where he claimed for us D1 should of for one caused one of our NKs, and second made the other lynch immune.","07/20/08 02:10:26",35,,21,-1,0,"I guess that works, Snict and I owe eachother apoligies.

Claiming mason especially with SD's post where he claimed for us D1 should of for one caused one of our NKs, and second made the other lynch immune."
340,"and not vote yourself?  afriad of WIFOM catching your scummate when you die?","07/20/08 02:11:06",33,,21,-1,0,"and not vote yourself?  afriad of WIFOM catching your scummate when you die?"
341,"you know this will make it extra hard for me if I dont know who is my partner","07/20/08 02:11:30",33,,21,-1,2,"you know this will make it extra hard for me if I dont know who is my partner"
342,"casting about a bit at random here...  Korts looks shifty...","07/20/08 03:08:38",33,,15,81,0,"casting about a bit at random here...  Korts looks shifty..."
343,"k, thanks<br>
<br>
that'll do well for now","07/20/08 08:36:57",29,,22,-1,0,"k, thanks

that'll do well for now"
